target_id,target_name,uniprot,sym,tdl,fam,etype,tissue,qual_value,number_value
5739,Frizzled-8,Q9H461,FZD8,Tbio,GPCR,HPM Gene,Placenta,Not detected,
5801,Frizzled-9,O00144,FZD9,Tbio,GPCR,HPM Gene,Placenta,Not detected,
5800,G2/M phase-specific E3 ubiquitin-protein ligase,Q7L622,G2E3,Tbio,Epigenetic,HPM Gene,Placenta,Not detected,
5843,Ras GTPase-activating protein-binding protein 1,Q13283,G3BP1,Tbio,Enzyme,HPM Gene,Placenta,Medium,1.222663
18161,Ras GTPase-activating protein-binding protein 2,Q9UN86,G3BP2,Tbio,Enzyme,HPM Gene,Placenta,Medium,1.230138
6362,Glucose-6-phosphatase,P35575,G6PC,Tchem,Enzyme,HPM Gene,Placenta,Not detected,
6321,Glucose-6-phosphatase 3,Q9BUM1,G6PC3,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
17818,Glucose-6-phosphate 1-dehydrogenase,P11413,G6PD,Tchem,Enzyme,HPM Gene,Placenta,Low,1.311865
12096,Lysosomal alpha-glucosidase,P10253,GAA,Tclin,Enzyme,HPM Gene,Placenta,High,2.120983
17941,GRB2-associated-binding protein 1,Q13480,GAB1,Tchem,,HPM Gene,Placenta,Low,0.230138
5804,GRB2-associated-binding protein 2,Q9UQC2,GAB2,Tbio,,HPM Gene,Placenta,Not detected,
5846,GRB2-associated-binding protein 3,Q8WWW8,GAB3,Tbio,,HPM Gene,Placenta,Not detected,
6328,GRB2-associated-binding protein 4,Q2WGN9,GAB4,Tdark,,HPM Gene,Placenta,Not detected,
1314,Gamma-aminobutyric acid receptor-associated protein,O95166,GABARAP,Tbio,,HPM Gene,Placenta,Medium,0.712335
1037,Gamma-aminobutyric acid receptor-associated protein-like 1,Q9H0R8,GABARAPL1,Tbio,,HPM Gene,Placenta,Medium,0.712335
2755,Gamma-aminobutyric acid receptor-associated protein-like 2,P60520,GABARAPL2,Tbio,,HPM Gene,Placenta,Medium,0.888426
18165,Gamma-aminobutyric acid type B receptor subunit 1,Q9UBS5,GABBR1,Tclin,GPCR,HPM Gene,Placenta,Not detected,
18136,Gamma-aminobutyric acid type B receptor subunit 2,O75899,GABBR2,Tclin,GPCR,HPM Gene,Placenta,Not detected,
5884,GA-binding protein alpha chain,Q06546,GABPA,Tbio,TF,HPM Gene,Placenta,Medium,0.70726
17939,GA-binding protein subunit beta-1,Q06547,GABPB1,Tbio,,HPM Gene,Placenta,Medium,0.230138
6323,GA-binding protein subunit beta-2,Q8TAK5,GABPB2,Tbio,,HPM Gene,Placenta,Not detected,
1031,Gamma-aminobutyric acid receptor subunit alpha-1,P14867,GABRA1,Tclin,IC,HPM Gene,Placenta,Not detected,
2748,Gamma-aminobutyric acid receptor subunit alpha-2,P47869,GABRA2,Tclin,IC,HPM Gene,Placenta,Not detected,
1309,Gamma-aminobutyric acid receptor subunit alpha-3,P34903,GABRA3,Tclin,IC,HPM Gene,Placenta,Not detected,
1311,Gamma-aminobutyric acid receptor subunit alpha-4,P48169,GABRA4,Tclin,IC,HPM Gene,Placenta,Not detected,
1313,Gamma-aminobutyric acid receptor subunit alpha-5,P31644,GABRA5,Tclin,IC,HPM Gene,Placenta,Not detected,
1315,Gamma-aminobutyric acid receptor subunit beta-1,P18505,GABRB1,Tclin,IC,HPM Gene,Placenta,Not detected,
2778,Gamma-aminobutyric acid receptor subunit beta-2,P47870,GABRB2,Tclin,IC,HPM Gene,Placenta,Not detected,
1316,Gamma-aminobutyric acid receptor subunit beta-3,P28472,GABRB3,Tclin,IC,HPM Gene,Placenta,Not detected,
1035,Gamma-aminobutyric acid receptor subunit delta,O14764,GABRD,Tclin,IC,HPM Gene,Placenta,Not detected,
1365,Gamma-aminobutyric acid receptor subunit epsilon,P78334,GABRE,Tclin,IC,HPM Gene,Placenta,Not detected,
1282,Gamma-aminobutyric acid receptor subunit gamma-1,Q8N1C3,GABRG1,Tclin,IC,HPM Gene,Placenta,Not detected,
1283,Gamma-aminobutyric acid receptor subunit gamma-2,P18507,GABRG2,Tclin,IC,HPM Gene,Placenta,Not detected,
1036,Gamma-aminobutyric acid receptor subunit gamma-3,Q99928,GABRG3,Tclin,IC,HPM Gene,Placenta,Not detected,
1320,Gamma-aminobutyric acid receptor subunit pi,O00591,GABRP,Tclin,IC,HPM Gene,Placenta,Not detected,
1323,Gamma-aminobutyric acid receptor subunit theta,Q9UN88,GABRQ,Tclin,IC,HPM Gene,Placenta,Not detected,
845,Gamma-aminobutyric acid receptor subunit rho-1,P24046,GABRR1,Tchem,IC,HPM Gene,Placenta,Not detected,
1000,Gamma-aminobutyric acid receptor subunit rho-3,A8MPY1,GABRR3,Tbio,IC,HPM Gene,Placenta,Not detected,
3291,Glutamate decarboxylase 1,Q99259,GAD1,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
2622,Glutamate decarboxylase 2,Q05329,GAD2,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
5883,Growth arrest and DNA damage-inducible protein GADD45 alpha,P24522,GADD45A,Tbio,,HPM Gene,Placenta,Not detected,
6324,Growth arrest and DNA damage-inducible protein GADD45 gamma,O95257,GADD45G,Tbio,,HPM Gene,Placenta,Not detected,
6348,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Q8TAE8,GADD45GIP1,Tbio,,HPM Gene,Placenta,Low,0.230138
17943,Acidic amino acid decarboxylase GADL1,Q6ZQY3,GADL1,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
17588,G antigen 1,Q13065,GAGE1,Tdark,,HPM Gene,Placenta,Not detected,
949,G antigen 12B/C/D/E,A1L429,GAGE12B,Tdark,,HPM Gene,Placenta,Not detected,
950,G antigen 12F,P0CL80,GAGE12F,Tdark,,HPM Gene,Placenta,Not detected,
3338,G antigen 12G,P0CL81,GAGE12G,Tbio,,HPM Gene,Placenta,Not detected,
3339,G antigen 12H,A6NDE8,GAGE12H,Tdark,,HPM Gene,Placenta,Not detected,
951,G antigen 12I,P0CL82,GAGE12I,Tbio,,HPM Gene,Placenta,Not detected,
952,G antigen 12J,A6NER3,GAGE12J,Tdark,,HPM Gene,Placenta,Not detected,
5743,G antigen 2A,Q6NT46,GAGE2A,Tdark,,HPM Gene,Placenta,Not detected,
6330,G antigen 2B/2C,Q13066,GAGE2B,Tdark,,HPM Gene,Placenta,Not detected,
968,G antigen 2D,Q9UEU5,GAGE2D,Tdark,,HPM Gene,Placenta,Not detected,
17587,G antigen 2E,Q4V326,GAGE2E,Tdark,,HPM Gene,Placenta,Not detected,
18167,G antigen 4,Q13068,GAGE4,Tbio,,HPM Gene,Placenta,Not detected,
5830,G antigen 5,Q13069,GAGE5,Tdark,,HPM Gene,Placenta,Not detected,
17589,G antigen 6,Q13070,GAGE6,Tdark,,HPM Gene,Placenta,Not detected,
17787,G antigen 7,O76087,GAGE7,Tbio,,HPM Gene,Placenta,Not detected,
6352,Cyclin-G-associated kinase,O14976,GAK,Tchem,Kinase,HPM Gene,Placenta,Medium,0.929108
6331,Galanin peptides,P22466,GAL,Tbio,,HPM Gene,Placenta,Not detected,
5802,Galactosylceramide sulfotransferase,Q99999,GAL3ST1,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
18163,Galactose-3-O-sulfotransferase 2,Q9H3Q3,GAL3ST2,Tdark,Enzyme,HPM Gene,Placenta,Not detected,
5882,Galactose-3-O-sulfotransferase 3,Q96A11,GAL3ST3,Tdark,Enzyme,HPM Gene,Placenta,Not detected,
5498,Galactose-3-O-sulfotransferase 4,Q96RP7,GAL3ST4,Tdark,Enzyme,HPM Gene,Placenta,Not detected,
6332,Galactocerebrosidase,P54803,GALC,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
5744,UDP-glucose 4-epimerase,Q14376,GALE,Tchem,Enzyme,HPM Gene,Placenta,Medium,1.062269
5745,Galactokinase,P51570,GALK1,Tbio,Kinase,HPM Gene,Placenta,Medium,1.284343
18138,N-acetylgalactosamine kinase,Q01415,GALK2,Tbio,Kinase,HPM Gene,Placenta,Not detected,
5848,Aldose 1-epimerase,Q96C23,GALM,Tbio,Enzyme,HPM Gene,Placenta,Medium,1.122885
18171,N-acetylgalactosamine-6-sulfatase,P34059,GALNS,Tbio,Enzyme,HPM Gene,Placenta,Medium,0.475359
5829,Polypeptide N-acetylgalactosaminyltransferase 1,Q10472,GALNT1,Tbio,Enzyme,HPM Gene,Placenta,Medium,0.670861
18067,Polypeptide N-acetylgalactosaminyltransferase 10,Q86SR1,GALNT10,Tchem,Enzyme,HPM Gene,Placenta,Not detected,
18068,Polypeptide N-acetylgalactosaminyltransferase 11,Q8NCW6,GALNT11,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
6283,Polypeptide N-acetylgalactosaminyltransferase 12,Q8IXK2,GALNT12,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
18069,Polypeptide N-acetylgalactosaminyltransferase 13,Q8IUC8,GALNT13,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
18159,Polypeptide N-acetylgalactosaminyltransferase 14,Q96FL9,GALNT14,Tchem,Enzyme,HPM Gene,Placenta,Not detected,
18070,Polypeptide N-acetylgalactosaminyltransferase 15,Q8N3T1,GALNT15,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
18071,Polypeptide N-acetylgalactosaminyltransferase 16,Q8N428,GALNT16,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
17797,Polypeptide N-acetylgalactosaminyltransferase 18,Q6P9A2,GALNT18,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
17821,Polypeptide N-acetylgalactosaminyltransferase 2,Q10471,GALNT2,Tchem,Enzyme,HPM Gene,Placenta,Medium,0.886741
6367,Polypeptide N-acetylgalactosaminyltransferase 3,Q14435,GALNT3,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
6333,Polypeptide N-acetylgalactosaminyltransferase 4,Q8N4A0,GALNT4,Tbio,Enzyme,HPM Gene,Placenta,Low,0.230138
18168,Polypeptide N-acetylgalactosaminyltransferase 5,Q7Z7M9,GALNT5,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
18169,Polypeptide N-acetylgalactosaminyltransferase 6,Q8NCL4,GALNT6,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
6369,N-acetylgalactosaminyltransferase 7,Q86SF2,GALNT7,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
17824,Probable polypeptide N-acetylgalactosaminyltransferase 8,Q9NY28,GALNT8,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
17825,Polypeptide N-acetylgalactosaminyltransferase 9,Q9HCQ5,GALNT9,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
6284,Polypeptide N-acetylgalactosaminyltransferase-like 6,Q49A17,GALNTL6,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
18108,Galanin-like peptide,Q9UBC7,GALP,Tbio,,HPM Gene,Placenta,High,0.230138
17946,Galanin receptor type 2,O43603,GALR2,Tchem,GPCR,HPM Gene,Placenta,Not detected,
18166,Galactose-1-phosphate uridylyltransferase,P07902,GALT,Tbio,Enzyme,HPM Gene,Placenta,Medium,0.70726
6365,Guanidinoacetate N-methyltransferase,Q14353,GAMT,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
5805,Gigaxonin,Q9H2C0,GAN,Tbio,,HPM Gene,Placenta,Not detected,
17822,Neutral alpha-glucosidase AB,Q14697,GANAB,Tchem,Enzyme,HPM Gene,Placenta,High,2.761027
18105,Neutral alpha-glucosidase C,Q8TET4,GANC,Tchem,Enzyme,HPM Gene,Placenta,Not detected,
10954,Neuromodulin,P17677,GAP43,Tbio,,HPM Gene,Placenta,Low,0.584019
6322,Glyceraldehyde-3-phosphate dehydrogenase,P04406,GAPDH,Tchem,Enzyme,HPM Gene,Placenta,Medium,2.838213
17819,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",O14556,GAPDHS,Tbio,Enzyme,HPM Gene,Placenta,Low,1.107237
17823,Protein GAPT,Q8N292,GAPT,Tbio,,HPM Gene,Placenta,Not detected,
5806,GTPase-activating protein and VPS9 domain-containing protein 1,Q14C86,GAPVD1,Tbio,Enzyme,HPM Gene,Placenta,Medium,1.133228
18170,H/ACA ribonucleoprotein complex subunit 1,Q9NY12,GAR1,Tbio,,HPM Gene,Placenta,Medium,0.745542
6368,GTPase-activating Rap/Ran-GAP domain-like protein 3,Q5VVW2,GARNL3,Tdark,Enzyme,HPM Gene,Placenta,Not detected,
18140,Glycine--tRNA ligase,P41250,GARS,Tchem,Enzyme,HPM Gene,Placenta,Medium,1.529373
3820,Trifunctional purine biosynthetic protein adenosine-3,P22102,GART,Tclin,,HPM Gene,Placenta,Low,0.670861
6337,Growth arrest-specific protein 1,P54826,GAS1,Tbio,,HPM Gene,Placenta,Not detected,
6339,Growth arrest-specific protein 2,O43903,GAS2,Tbio,,HPM Gene,Placenta,Not detected,
17942,GAS2-like protein 1,Q99501,GAS2L1,Tbio,,HPM Gene,Placenta,Not detected,
6349,GAS2-like protein 2,Q8NHY3,GAS2L2,Tdark,,HPM Gene,Placenta,Not detected,
6371,Growth arrest-specific protein 6,Q14393,GAS6,Tbio,,HPM Gene,Placenta,Not detected,
18107,Growth arrest-specific protein 7,O60861,GAS7,Tbio,,HPM Gene,Placenta,Not detected,
14139,Dynein regulatory complex subunit 4,O95995,GAS8,Tbio,,HPM Gene,Placenta,Not detected,
5747,Erythroid transcription factor,P15976,GATA1,Tbio,TF,HPM Gene,Placenta,Not detected,
18106,Endothelial transcription factor GATA-2,P23769,GATA2,Tbio,TF,HPM Gene,Placenta,Not detected,
6340,Trans-acting T-cell-specific transcription factor GATA-3,P23771,GATA3,Tbio,TF,HPM Gene,Placenta,Not detected,
5501,Transcription factor GATA-4,P43694,GATA4,Tbio,TF,HPM Gene,Placenta,Not detected,
17789,Transcription factor GATA-5,Q9BWX5,GATA5,Tbio,TF,HPM Gene,Placenta,Not detected,
5808,Transcription factor GATA-6,Q92908,GATA6,Tbio,TF,HPM Gene,Placenta,Not detected,
17790,GATA zinc finger domain-containing protein 1,Q8WUU5,GATAD1,Tbio,TF,HPM Gene,Placenta,Not detected,
10423,Transcriptional repressor p66-alpha,Q86YP4,GATAD2A,Tbio,,HPM Gene,Placenta,Not detected,
10424,Transcriptional repressor p66-beta,Q8WXI9,GATAD2B,Tbio,TF,HPM Gene,Placenta,Not detected,
17791,"Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial",O43716,GATC,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
18141,"Glycine amidinotransferase, mitochondrial",P50440,GATM,Tbio,Enzyme,HPM Gene,Placenta,Medium,1.199989
17591,Glucosylceramidase,P04062,GBA,Tclin,Enzyme,HPM Gene,Placenta,High,1.078506
2768,Non-lysosomal glucosylceramidase,Q9HCG7,GBA2,Tchem,Enzyme,HPM Gene,Placenta,Not detected,
2769,Cytosolic beta-glucosidase,Q9H227,GBA3,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
17658,"1,4-alpha-glucan-branching enzyme",Q04446,GBE1,Tbio,Enzyme,HPM Gene,Placenta,Medium,1.355521
1304,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1,Q92538,GBF1,Tbio,,HPM Gene,Placenta,Low,0.990472
18179,Guanylate-binding protein 1,P32455,GBP1,Tbio,,HPM Gene,Placenta,Low,0.670861
18180,Guanylate-binding protein 2,P32456,GBP2,Tbio,,HPM Gene,Placenta,Low,0.230138
18113,Guanylate-binding protein 3,Q9H0R5,GBP3,Tbio,,HPM Gene,Placenta,Low,0.330101
18181,Guanylate-binding protein 4,Q96PP9,GBP4,Tbio,,HPM Gene,Placenta,Not detected,
18182,Guanylate-binding protein 5,Q96PP8,GBP5,Tbio,,HPM Gene,Placenta,High,0.832198
18114,Guanylate-binding protein 6,Q6ZN66,GBP6,Tbio,,HPM Gene,Placenta,Not detected,
18115,Guanylate-binding protein 7,Q8N8V2,GBP7,Tbio,,HPM Gene,Placenta,Not detected,
846,Homeobox protein GBX-1,Q14549,GBX1,Tbio,TF,HPM Gene,Placenta,Not detected,
1325,Homeobox protein GBX-2,P52951,GBX2,Tbio,TF,HPM Gene,Placenta,Not detected,
14493,Vitamin D-binding protein,P02774,GC,Tchem,,HPM Gene,Placenta,Medium,1.659604
774,Grancalcin,P28676,GCA,Tbio,,HPM Gene,Placenta,Medium,1.013365
6927,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",O75600,GCAT,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
1003,GRIP and coiled-coil domain-containing protein 1,Q96CN9,GCC1,Tbio,,HPM Gene,Placenta,Not detected,
1326,GRIP and coiled-coil domain-containing protein 2,Q8IWJ2,GCC2,Tbio,,HPM Gene,Placenta,Low,0.230138
1063,"Glutaryl-CoA dehydrogenase, mitochondrial",Q92947,GCDH,Tbio,Enzyme,HPM Gene,Placenta,Low,0.230138
1065,GC-rich sequence DNA-binding factor 2,P16383,GCFC2,Tbio,,HPM Gene,Placenta,Not detected,
17796,Glucagon,P01275,GCG,Tchem,,HPM Gene,Placenta,Not detected,
17795,Glucagon receptor,P47871,GCGR,Tclin,GPCR,HPM Gene,Placenta,Not detected,
1290,GTP cyclohydrolase 1,P30793,GCH1,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
3336,GTP cyclohydrolase 1 feedback regulatory protein,P30047,GCHFR,Tbio,Enzyme,HPM Gene,Placenta,Low,0.230138
6686,Glucokinase,P35557,GCK,Tchem,Kinase,HPM Gene,Placenta,Not detected,
1176,Glucokinase regulatory protein,Q14397,GCKR,Tchem,Enzyme,HPM Gene,Placenta,Not detected,
17966,Glutamate--cysteine ligase catalytic subunit,P48506,GCLC,Tchem,Enzyme,HPM Gene,Placenta,Low,0.709805
17525,Glutamate--cysteine ligase regulatory subunit,P48507,GCLM,Tbio,Enzyme,HPM Gene,Placenta,Medium,0.910844
1177,Chorion-specific transcription factor GCMa,Q9NP62,GCM1,Tbio,TF,HPM Gene,Placenta,Not detected,
1291,Chorion-specific transcription factor GCMb,O75603,GCM2,Tbio,TF,HPM Gene,Placenta,Not detected,
1087,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase",Q02742,GCNT1,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
17842,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase",Q8N0V5,GCNT2,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
1088,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3",O95395,GCNT3,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
1178,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4",Q9P109,GCNT4,Tdark,Enzyme,HPM Gene,Placenta,Medium,0.230138
1089,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 7",Q6ZNI0,GCNT7,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
1112,Germinal center-associated signaling and motility protein,Q8N6F7,GCSAM,Tbio,,HPM Gene,Placenta,Not detected,
1706,Germinal center-associated signaling and motility-like protein,Q5JQS6,GCSAML,Tdark,,HPM Gene,Placenta,Not detected,
1120,"Glycine cleavage system H protein, mitochondrial",P23434,GCSH,Tbio,,HPM Gene,Placenta,High,0.886741
17650,Guanine deaminase,Q9Y2T3,GDA,Tbio,Enzyme,HPM Gene,Placenta,Medium,0.230138
17486,Ganglioside-induced differentiation-associated protein 1,Q8TB36,GDAP1,Tbio,,HPM Gene,Placenta,Not detected,
1215,Ganglioside-induced differentiation-associated protein 1-like 1,Q96MZ0,GDAP1L1,Tdark,,HPM Gene,Placenta,Not detected,
3310,Ganglioside-induced differentiation-associated protein 2,Q9NXN4,GDAP2,Tbio,,HPM Gene,Placenta,Low,0.230138
3311,Glycerophosphodiester phosphodiesterase 1,Q9NZC3,GDE1,Tbio,Enzyme,HPM Gene,Placenta,High,0.631131
3313,Growth/differentiation factor 10,P55107,GDF10,Tbio,,HPM Gene,Placenta,Not detected,
1040,Growth/differentiation factor 11,O95390,GDF11,Tclin,,HPM Gene,Placenta,Not detected,
17489,Growth/differentiation factor 15,Q99988,GDF15,Tbio,,HPM Gene,Placenta,High,1.330101
1126,Growth/differentiation factor 5,P43026,GDF5,Tbio,,HPM Gene,Placenta,Not detected,
1128,Growth/differentiation factor 6,Q6KF10,GDF6,Tbio,,HPM Gene,Placenta,Not detected,
3315,Growth/differentiation factor 7,Q7Z4P5,GDF7,Tbio,,HPM Gene,Placenta,Not detected,
17499,Growth/differentiation factor 9,O60383,GDF9,Tbio,,HPM Gene,Placenta,Not detected,
17500,Rab GDP dissociation inhibitor alpha,P31150,GDI1,Tbio,,HPM Gene,Placenta,Low,1.919809
17501,Rab GDP dissociation inhibitor beta,P50395,GDI2,Tbio,,HPM Gene,Placenta,Medium,2.298801
1133,Lysophospholipase D GDPD1,Q8N9F7,GDPD1,Tbio,Enzyme,HPM Gene,Placenta,Medium,0.631131
17505,Lysophospholipase D GDPD3,Q7L5L3,GDPD3,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
17506,Glycerophosphodiester phosphodiesterase domain-containing protein 4,Q6W3E5,GDPD4,Tdark,Enzyme,HPM Gene,Placenta,Not detected,
17507,Glycerophosphodiester phosphodiesterase domain-containing protein 5,Q8WTR4,GDPD5,Tbio,Enzyme,HPM Gene,Placenta,Low,0.330101
17508,GDP-D-glucose phosphorylase 1,Q6ZNW5,GDPGP1,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
856,GTP-binding protein GEM,P55040,GEM,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
3323,Gem-associated protein 2,O14893,GEMIN2,Tbio,,HPM Gene,Placenta,Not detected,
850,Gem-associated protein 4,P57678,GEMIN4,Tbio,,HPM Gene,Placenta,High,0.994442
851,Gem-associated protein 5,Q8TEQ6,GEMIN5,Tbio,,HPM Gene,Placenta,Not detected,
852,Gem-associated protein 6,Q8WXD5,GEMIN6,Tbio,,HPM Gene,Placenta,Not detected,
17514,Gem-associated protein 7,Q9H840,GEMIN7,Tbio,,HPM Gene,Placenta,Not detected,
3328,Gem-associated protein 8,Q9NWZ8,GEMIN8,Tbio,,HPM Gene,Placenta,Not detected,
857,Flap endonuclease GEN homolog 1,Q17RS7,GEN1,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
17520,Golgi to ER traffic protein 4 homolog,Q7L5D6,GET4,Tbio,,HPM Gene,Placenta,Medium,0.77856
17521,Glial fibrillary acidic protein,P14136,GFAP,Tbio,,HPM Gene,Placenta,High,2.507137
15963,FAD-linked sulfhydryl oxidase ALR,P55789,GFER,Tchem,Enzyme,HPM Gene,Placenta,Low,0.230138
859,Zinc finger protein Gfi-1,Q99684,GFI1,Tbio,TF,HPM Gene,Placenta,Not detected,
1131,"Elongation factor G, mitochondrial",Q96RP9,GFM1,Tbio,,HPM Gene,Placenta,Medium,1.045402
10281,"Ribosome-releasing factor 2, mitochondrial",Q969S9,GFM2,Tbio,,HPM Gene,Placenta,Medium,0.230138
17523,Glucose-fructose oxidoreductase domain-containing protein 1,Q9NXC2,GFOD1,Tdark,Enzyme,HPM Gene,Placenta,Not detected,
860,Glucose-fructose oxidoreductase domain-containing protein 2,Q3B7J2,GFOD2,Tdark,Enzyme,HPM Gene,Placenta,Not detected,
3331,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,Q06210,GFPT1,Tchem,Enzyme,HPM Gene,Placenta,Medium,1.694644
947,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2,O94808,GFPT2,Tbio,Enzyme,HPM Gene,Placenta,Medium,0.885049
3332,GDNF family receptor alpha-1,P56159,GFRA1,Tbio,,HPM Gene,Placenta,Not detected,
3333,GDNF family receptor alpha-2,O00451,GFRA2,Tbio,,HPM Gene,Placenta,Not detected,
3334,GDNF family receptor alpha-3,O60609,GFRA3,Tbio,,HPM Gene,Placenta,Not detected,
948,GDNF family receptor alpha-like,Q6UXV0,GFRAL,Tbio,,HPM Gene,Placenta,Not detected,
962,ADP-ribosylation factor-binding protein GGA1,Q9UJY5,GGA1,Tbio,,HPM Gene,Placenta,Low,0.531168
964,ADP-ribosylation factor-binding protein GGA2,Q9UJY4,GGA2,Tbio,,HPM Gene,Placenta,Not detected,
965,ADP-ribosylation factor-binding protein GGA3,Q9NZ52,GGA3,Tbio,,HPM Gene,Placenta,Not detected,
966,Gamma-glutamylaminecyclotransferase,Q9BVM4,GGACT,Tbio,Enzyme,HPM Gene,Placenta,Medium,0.531168
967,Gamma-glutamylcyclotransferase,O75223,GGCT,Tchem,Enzyme,HPM Gene,Placenta,High,1.409789
14293,Vitamin K-dependent gamma-carboxylase,P38435,GGCX,Tclin,Enzyme,HPM Gene,Placenta,Medium,0.475359
970,Gamma-glutamyl hydrolase,Q92820,GGH,Tchem,Enzyme,HPM Gene,Placenta,High,1.518332
864,Gametogenetin,Q86UU5,GGN,Tbio,,HPM Gene,Placenta,Not detected,
972,Gametogenetin-binding protein 2,Q9H3C7,GGNBP2,Tbio,,HPM Gene,Placenta,Not detected,
865,Geranylgeranyl pyrophosphate synthase,O95749,GGPS1,Tchem,Enzyme,HPM Gene,Placenta,Low,0.411305
3342,Glutathione hydrolase 1 proenzyme,P19440,GGT1,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
1049,Inactive glutathione hydrolase 2,P36268,GGT2,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
1050,Glutathione hydrolase 5 proenzyme,P36269,GGT5,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
1051,Glutathione hydrolase 6,Q6P531,GGT6,Tbio,Enzyme,HPM Gene,Placenta,Medium,0.230138
1052,Glutathione hydrolase 7,Q9UJ14,GGT7,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
5519,Glutathione hydrolase light chain 1,Q9BX51,GGTLC1,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
18185,Glutathione hydrolase light chain 2,Q14390,GGTLC2,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
8147,Somatotropin,P01241,GH1,Tbio,,HPM Gene,Placenta,High,2.657114
7845,Growth hormone variant,P01242,GH2,Tbio,,HPM Gene,Placenta,High,2.455459
867,GH3 domain-containing protein,Q8N2G8,GHDC,Tbio,,HPM Gene,Placenta,Low,0.230138
974,Growth hormone-inducible transmembrane protein,Q9H3K2,GHITM,Tbio,,HPM Gene,Placenta,Not detected,
6345,Growth hormone receptor,P10912,GHR,Tclin,,HPM Gene,Placenta,Not detected,
8077,Somatoliberin,P01286,GHRH,Tbio,,HPM Gene,Placenta,Not detected,
18192,Appetite-regulating hormone,Q9UBU3,GHRL,Tbio,,HPM Gene,Placenta,Not detected,
1070,Glucose-induced degradation protein 4 homolog,Q8IVV7,GID4,Tbio,,HPM Gene,Placenta,Not detected,
871,Glucose-induced degradation protein 8 homolog,Q9NWU2,GID8,Tbio,,HPM Gene,Placenta,Medium,0.531168
19394,Gastric intrinsic factor,P27352,GIF,Tbio,,HPM Gene,Placenta,Not detected,
5521,GRB10-interacting GYF protein 1,O75420,GIGYF1,Tbio,,HPM Gene,Placenta,Not detected,
18186,GRB10-interacting GYF protein 2,Q6Y7W6,GIGYF2,Tchem,,HPM Gene,Placenta,Medium,0.776389
886,GTPase IMAP family member 1,Q8WWP7,GIMAP1,Tbio,Enzyme,HPM Gene,Placenta,Low,0.230138
887,GTPase IMAP family member 2,Q9UG22,GIMAP2,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
888,GTPase IMAP family member 4,Q9NUV9,GIMAP4,Tbio,Enzyme,HPM Gene,Placenta,Medium,1.012102
